model.name,model.title,citation.openAccessPdf,How does it use <model.name> ?,Secondary use of the <model.name> (if applicable),Citation Sentence,Does the paper introduce a new model?,"If yes, what is the name of the model? (not named is fine)",Does the paper use AI model?,"If yes, which model it is using?",Notes
Bayesian automated hyperparameter tuning,Practical Bayesian Optimization of Machine Learning Algorithms,https://www.mdpi.com/2075-163X/12/12/1621/pdf?version=1671195392,Background,,"Contemporary HPO algorithms can be mainly divided into grid-based search (grid), Bayesian optimization (Bayesian), gradient-based optimization (gradient-based), and population-based optimization (evolutionary algorithm, genetic algorithm, etc.), among which the grid search and Bayes-based optimization are the most Minerals 2022, 12, 1621 3 of 25 popular [104–110]",yes,random search-GBDT,no,,
W2v-BERT,w2v-BERT: Combining Contrastive Learning and Masked Language Modeling for Self-Supervised Speech Pre-Training,https://arxiv.org/pdf/2303.01664,Uses,,"For the input feature, instead of a log-mel spectrogram used in conventional methods [1,4], we use a speech representation extracted from w2v-BERT [20], an SSL model trained on degraded speech samples.",yes,Miipher,yes,w2v-BERT,
DINOv2,DINOv2: Learning Robust Visual Features without Supervision,https://arxiv.org/pdf/2302.14051,Background,,"Concurrent work (Oquab et al., 2023) attempts to address this by adding a “onetime” automatic data curation step that keeps only the most relevant images from a static web crawl dataset",no,,no,,
NTM,Neural Turing Machines,https://arxiv.org/pdf/2211.06441,Background,,"Environment forcing also enables a neural network to access long-range, persistent memory in a
very different way than previous approaches, such as LSTM (Hochreiter & Schmidhuber, 1997),
Neural Turing Machines (Graves et al., 2014), or Memory Networks (Weston et al., 2014). These
methods can be thought of as improving long-range memory by alleviating difficulties associated
with back-propagating through many time-steps",no,,no,,
M6-T,M6-T: Exploring Sparse Expert Models and Beyond Anonymous ACL submission,https://aclanthology.org/2023.findings-eacl.180.pdf,Background,,"Following this, M6- T (Yang et al., 2021) splits experts into k prototypes (i.e., groups of experts).",no,,no,,
DeepNet,"DeepNet: Scaling Transformers to 1, 000 Layers",http://arxiv.org/pdf/2306.02701,Background,,"For example, ResNet101[8] has 101 layers, Swin-L[9] has 120 layers and DeepNet even has 1000 layers [10].",no,,no,,
Cross-Lingual POS Tagger,Unsupervised Part-of-Speech Tagging with Bilingual Graph-Based Projections,https://www.aclweb.org/anthology/E17-1084.pdf,Background,,"Crosslingual word embeddings can also be used in transfer learning, where the source model is trained on one language and applied directly to another language; this is suitable for the low-resource scenario (Yarowsky and Ngai, 2001; Duong et al., 2015b; Das and Petrov, 2011; Tackstr ¨ om et al., ¨ 2012).",yes,multilingual joint training model with explicit mapping,no,,
Universal approximation via Feedforward Networks,Multilayer feedforward networks are universal approximators,http://arxiv.org/pdf/2306.06913,Background,,"Relying on the degree characteristics and the universal approximation theorem of the MLP [51], The semantics of aggregation weights of both GCN and GraphSAGE can be approximated by GT, which
shows the aggregation of GCN and GraphSAGE are special
forms of the outer head of GT layer.",yes,NRL-GT,no,,
R-FCN,R-FCN: Object Detection via Region-based Fully Convolutional Networks,https://www.mdpi.com/2072-4292/14/4/950/pdf?version=1645156165,Background,,The convolutional neural network (CNN) model is the most widely used deep learning model [13–22]. CNN does not need to use artificially designed features and can learn and extract effective features of the image using massive images and annotations,yes,(CNN-AOOF),no,,
RNN-SpeedUp,Extensions of recurrent neural network language model,https://arxiv.org/pdf/1707.04242.pdf,,,,,,,,ccouldn't find 
Learning deep architectures,Learning Deep Architectures for AI,https://dergipark.org.tr/en/download/article-file/3271193,,,,,,,,
wave2vec 2.0 LARGE,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,https://arxiv.org/pdf/2306.10813,,,,,,,,
Chinchilla,Training Compute-Optimal Large Language Models,http://arxiv.org/pdf/2210.04909,Background,,"Anticipating this scaling trend to remain in vogue for the foreseeable future [6–8], it is imperative that we understand how to scale up models intelligently.",Yes,,Yes,,
DMN,Ask Me Anything: Dynamic Memory Networks for Natural Language Processing,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09541112.pdf,,,,,,,,no access
Naive Bayes,Pattern classification and scene analysis,https://strathprints.strath.ac.uk/76660/1/Venerandi_Fusco_ICCSA_2020_Describing_the_residential_valorisation_of_urban_space_at_the_street_level.pdf,Background,Uses,"Such variable is linked to each individual variable through oriented arcs, in what is called a naive Bayes classifier [16].",Yes,,Yes,Bayesian clustering,
MetaLM,Language Models are General-Purpose Interfaces,http://arxiv.org/pdf/2302.07842,Background,,"As recently demonstrated by Hao et al. (2022) and Alayrac et al. (2022), LMs can also be used as a general-purpose interface with models pre-trained on different modalities.",Yes,Augmented Language Models,Yes,Augmented Language Models,
,,,,,"For example, Hao et al. (2022) take a number of pre-trained encoders that can process diverse modalities such as vision and language, and connect them to a LM that serves as a universal task layer.",,,,,
BART-large,"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",https://arxiv.org/pdf/2310.01558,Background,,"A dominant approach for combating this issue has been Retrieval Augmented Language Models (RALMs), which incorporate a retrieval mechanism to reduce the need for storing information in the LLM parameters (Guu et al., 2020; Lewis et al., 2020b; Izacard et al., 2022; Rubin & Berant, 2023).",Yes,fine tuned,Yes,RALM,
Transformer - LibriVox + Decoding/Rescoring,End-to-end ASR: from Supervised to Semi-Supervised Learning with Modern Architectures,https://arxiv.org/pdf/2110.13900,,,,,,,,cited in a table (not sure how to quote the citation sentence)
Word Representations,Word Representations: A Simple and General Method for Semi-Supervised Learning,http://fulir.irb.hr/4124/7/Document-based%20topic%20coherence%20measures%20for%20news%20media%20text%20%5Bpostprint%20version%5D.pdf,Uses,,"This method of aggregation relies on pre-constructed word embeddings (Turian et al., 2010): low-dimensional, continuous-valued vectorial representations of words’ meanings derived from word co-occurrences in a large text corpus.",Yes,,Yes,Topic model,
InstructGPT,Training language models to follow instructions with human feedback,https://aclanthology.org/2023.findings-emnlp.983.pdf,Background,,"For nontoxic text generation, model retraining with auxiliary information is used, including control codes as in - CTRL (Keskar et al., 2019) or reinforcement learning from human feedback - InstructGPT (Ouyang et al., 2022).",Yes,Gated Toxicity Avoidance (GTA),Yes,Controllable Text Generation (CTG),
Base LM + kNN LM + Continuous Cache,Generalization through Memorization: Nearest Neighbor Language Models,https://arxiv.org/pdf/2308.04215,Background,,"Various methods have been proposed to integrate the retrieved data into the language model, including the use of prompts (Lewis et al., 2020; Guu et al., 2020; Shi et al., 2023), crossattention modules (Borgeaud et al., 2021), vector concatenation (Izacard and Grave, 2021; Fan et al., 2021), and output distribution adjustment at decoding (Khandelwal et al., 2020; Liu et al., 2022).",Yes,Hybrid RetrievalAugmented Generation (HybridRAG),Yes,Hybrid RetrievalAugmented Generation (HybridRAG),
EfficientZero,Mastering Atari Games with Limited Data,https://intellrobot.com/article/download/5115,Background,,"For sequential decision making problems, model-based planning is a powerful approach to improve sample efficiency and has achieved great success in applied domains such as game playing[79–81] and continuous control[82,83]",No,,No,,
Residual Dense Network,Residual Dense Network for Image Super-Resolution,https://www.mdpi.com/2079-9292/11/22/3809/pdf?version=1669116005,Background,Motivation,They are mainly PSNR-oriented and GAN-driven methods. PSNR-oriented methods [1–6] are trained with the MSE or L1 as loss functions and achieve excellent PSNR,Yes,epistemic-uncertainty-based divide-and-conquer network (EU-DC),Yes,epistemic-uncertainty-based divide-and-conquer network (EU-DC),
LRSO-GAN,Unlabeled Samples Generated by GAN Improve the Person Re-identification Baseline in Vitro,https://arxiv.org/pdf/2004.08787,Uses,,The experiments were conducted over two public datasets Market1501 [58] and DukeMTMC-ReID [36] [59] by using the evaluation metrics Cumulative Matching Characteristic (CMC) curve and mean average precision (mAP).,Yes,augmented discriminative clustering (AD-Cluster),Yes,"ResNet-50, ImageNet",
